LOCK_VERSION,prescriber_id,created_at,id,SERVICE_EMERGENCY_INTERVENTION → status,SERVICE_EMERGENCY_INTERVENTION → company_id,SERVICE_B2CSDU_ORDER → external_id,SERVICE_B2CSDU_ORDER → id,SERVICE_USER_COMPANY - company_id → id,SERVICE_USER_COMPANY - company_id → name,SERVICE_USER_COMPANY - company_id → siret
"1,761,216,003,022",26,"23 octobre, 2025, 10:20",173142,0,"12,139",,,12139,Dépanne and Go,94157502900017
"1,761,216,003,000",11,"23 octobre, 2025, 10:15",173141,0,"11,754",,,11754,Ramban,91490943700016
"1,761,235,203,520",3,"23 octobre, 2025, 10:12",173140,1,"7,660","173,140",11972,7660,RJ Chauffage 57 ,91210314000014
"1,761,214,803,595",11,"23 octobre, 2025, 10:10",173139,0,"9,135","173,139",11969,9135,Emonet,80130660600022
"1,761,230,403,234",11,"23 octobre, 2025, 09:51",173136,1,"9,084",,,9084,Thermo Toiture,90496554800012
"1,761,214,803,509",11,"23 octobre, 2025, 09:47",173135,0,"11,807",,,11807,RG Rénov,89171164000013
"1,761,214,803,488",10,"23 octobre, 2025, 09:46",173134,0,"12,313",,,12313,ENTREPRISE BESSE,51532988600029
"1,761,234,003,519",4,"23 octobre, 2025, 09:33",173130,1,557,,,557,AF Serrurerie ,85040894900012
"1,761,234,003,501",10,"23 octobre, 2025, 09:32",173129,1,"11,053","173,129",11968,11053,Cemtec,52328587200033
"1,761,212,403,037",10,"23 octobre, 2025, 09:20",173126,0,"12,187",,,12187,Bpc Père et Fils,92786311800018
"1,761,235,203,483",4,"23 octobre, 2025, 09:17",173125,1,"9,533",,,9533,Atelier AS services,99012084200010
"1,761,229,203,048",11,"23 octobre, 2025, 09:04",173124,1,"12,117",,,12117,DTA Serrurier ,93854894800018
"1,761,235,203,453",26,"23 octobre, 2025, 09:02",173123,1,"12,287",,,12287,SAMLOCK,94449523300016
"1,761,211,203,553",11,"23 octobre, 2025, 08:58",173121,0,"8,947",,,8947,Besson-Moreau Jacques,89835969000010
"1,761,235,203,415",11,"23 octobre, 2025, 08:51",173120,1,"12,285",,,12285,rapide plomberie,41505628200098
"1,761,235,203,368",11,"23 octobre, 2025, 08:35",173119,1,"12,302",,,12302,serrurerie a double tour ,99175878000019
"1,761,235,203,298",11,"23 octobre, 2025, 08:25",173117,1,"8,648",,,8648,Sea Catherine,91089008600010
"1,761,209,453,417",29,"23 octobre, 2025, 08:15",173115,0,"9,533",,,9533,Atelier AS services,99012084200010
"1,761,214,803,449",10,"23 octobre, 2025, 08:10",173114,0,"2,215",,,2215,Teddy Billard,93304208700017
"1,761,208,802,785",10,"23 octobre, 2025, 08:06",173113,0,"9,210",,,9210,Aqui Therm,53921415500027
"1,761,235,203,245",11,"23 octobre, 2025, 08:01",173112,1,"12,279",,,12279,theo habitat,84326847500038
"1,761,222,002,928",11,"23 octobre, 2025, 07:47",173109,1,"7,593",,,7593,Toitures Charentaises,82116757400010
"1,761,208,802,710",11,"23 octobre, 2025, 07:36",173107,0,"8,339",,,8339,François Antoine,50919330600016
"1,761,206,403,753",11,"23 octobre, 2025, 07:30",173106,0,"12,264",,,12264,fire.elec,93431070700013
"1,761,207,603,574",11,"23 octobre, 2025, 07:26",173105,0,"3,034",,,3034,Steeve Tambouret,85186678000014
"1,761,235,546,050",11,"23 octobre, 2025, 07:22",173104,1,"10,914",,,10914,Etudes Services  ,98481559700013
"1,761,223,203,024",11,"23 octobre, 2025, 07:22",173102,1,"12,305",,,12305,MF rénovation habitat,89048173200026
"1,761,205,202,743",10,"23 octobre, 2025, 07:12",173100,0,"12,010",,,12010,Altinelec,93100866800010
"1,761,224,403,218",10,"23 octobre, 2025, 07:02",173098,0,"8,020",,,8020,Seth E.L.F,51091836000023
"1,761,216,002,935",11,"23 octobre, 2025, 06:49",173096,1,"7,593","173,096",11967,7593,Toitures Charentaises,82116757400010
"1,761,200,403,389",1,"23 octobre, 2025, 06:04",173093,0,"7,372",,,7372,Dépan'Habitat ,90135393800029
"1,761,202,803,406",1,"23 octobre, 2025, 04:32",173092,1,"10,599",,,10599,SB Serrurerie dépannage,84502902400013
"1,761,204,003,201",11,"22 octobre, 2025, 22:32",173090,1,"12,310",,,12310,RK énergie service,99093489500014
"1,761,211,203,509",8,"22 octobre, 2025, 21:00",173089,1,197,,,197,Le Serrurier Lyonnais,53416958600029
"1,761,165,602,652",11,"22 octobre, 2025, 20:32",173087,0,"12,139",,,12139,Dépanne and Go,94157502900017
"1,761,206,403,587",11,"22 octobre, 2025, 19:33",173084,1,"12,302",,,12302,serrurerie a double tour ,99175878000019
"1,761,232,802,972",11,"22 octobre, 2025, 18:35",173082,1,"12,096",,,12096,OUVRE TA PORTE ,81989481700025
"1,761,205,202,697",1,"22 octobre, 2025, 18:22",173081,1,"12,302",,,12302,serrurerie a double tour ,99175878000019
"1,761,218,402,747",3,"22 octobre, 2025, 18:14",173080,1,"12,262",,,12262,VVS1,93959486700011
"1,761,205,202,675",26,"22 octobre, 2025, 17:56",173079,1,"10,242",,,10242,Speed'Depan,95309822500022
"1,761,205,202,650",1,"22 octobre, 2025, 17:36",173078,1,"12,295","173,078",11965,12295,MAISON DU SERRURIER,88942286100027
"1,761,214,803,393",11,"22 octobre, 2025, 17:35",173077,1,"12,287",,,12287,SAMLOCK,94449523300016
"1,761,205,202,618",4,"22 octobre, 2025, 17:04",173076,1,"11,839",,,11839,Ilyas Al Satari,91810266600016
"1,761,214,803,374",11,"22 octobre, 2025, 16:10",173074,1,"11,752",,,11752,Djamel Mouna  ,47765895900036
"1,761,234,003,470",11,"22 octobre, 2025, 15:56",173073,1,"12,239",,,12239,MG Serrurier,94407645400015
"1,761,206,403,475",11,"22 octobre, 2025, 15:50",173071,1,"10,914",,,10914,Etudes Services  ,98481559700013
"1,761,206,403,415",11,"22 octobre, 2025, 15:41",173069,1,"10,242",,,10242,Speed'Depan,95309822500022
"1,761,206,403,340",11,"22 octobre, 2025, 15:26",173068,1,"3,346",,,3346,BK Services,87926787000027
"1,761,212,402,924",10,"22 octobre, 2025, 14:38",173061,1,"11,866",,,11866,EPC 65,78893657300013
"1,761,207,603,551",1,"22 octobre, 2025, 14:36",173060,1,"11,754","173,060",11964,11754,Ramban,91490943700016
"1,761,207,603,529",11,"22 octobre, 2025, 14:23",173059,1,"1,613",,,1613,Exocoms Group,93441901100010
"1,761,226,803,412",1,"22 octobre, 2025, 14:18",173058,0,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,213,603,606",3,"22 octobre, 2025, 14:14",173057,1,"12,305",,,12305,MF rénovation habitat,89048173200026
"1,761,218,402,714",8,"22 octobre, 2025, 14:12",173056,1,"11,576",,,11576,Sagara,88991408100027
"1,761,141,603,117",28,"22 octobre, 2025, 13:37",173050,1,"12,255",,,12255,les serruriers du coin,94539990500013
"1,761,145,204,020",10,"22 octobre, 2025, 13:33",173049,0,"11,053",,,11053,Cemtec,52328587200033
"1,761,207,603,503",11,"22 octobre, 2025, 13:24",173047,1,"11,752",,,11752,Djamel Mouna  ,47765895900036
"1,761,222,002,906",11,"22 octobre, 2025, 13:21",173046,1,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,140,404,115",3,"22 octobre, 2025, 13:16",173045,0,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,213,603,571",11,"22 octobre, 2025, 13:08",173044,1,"12,302",,,12302,serrurerie a double tour ,99175878000019
"1,761,140,404,067",10,"22 octobre, 2025, 13:04",173043,0,"10,649",,,10649,CJS Plomberie,97794243200013
"1,761,207,603,483",11,"22 octobre, 2025, 12:55",173042,1,"10,037",,,10037,Alsace Express Serrurerie,91340255800013
"1,761,207,603,455",7,"22 octobre, 2025, 12:48",173041,1,"10,242",,,10242,Speed'Depan,95309822500022
"1,761,207,603,429",3,"22 octobre, 2025, 12:23",173040,1,"11,752",,,11752,Djamel Mouna  ,47765895900036
"1,761,217,203,770",10,"22 octobre, 2025, 12:12",173039,1,"12,043",,,12043,Elveo,93800523800010
"1,761,145,203,998",11,"22 octobre, 2025, 12:07",173038,1,"11,804",,,11804,TW Serrurerie,91540834800018
"1,761,145,203,972",8,"22 octobre, 2025, 11:38",173035,1,"12,262",,,12262,VVS1,93959486700011
"1,761,208,802,655",4,"22 octobre, 2025, 11:04",173031,1,"7,593",,,7593,Toitures Charentaises,82116757400010
"1,761,132,003,204",3,"22 octobre, 2025, 10:46",173030,0,"12,313",,,12313,ENTREPRISE BESSE,51532988600029
"1,761,129,602,652",34,"22 octobre, 2025, 10:23",173029,0,"3,384",,,3384,Provence Electricité Moderne,33184654300014
"1,761,128,403,302",29,"22 octobre, 2025, 09:49",173028,0,"9,533",,,9533,Atelier AS services,99012084200010
"1,761,129,602,636",10,"22 octobre, 2025, 09:45",173027,0,"11,797",,,11797,Tahabek Plomberie,92824037300011
"1,761,128,403,254",10,"22 octobre, 2025, 09:44",173026,0,"12,026",,,12026,DKRS Rénovation ,97980746800017
"1,761,231,602,952",10,"22 octobre, 2025, 09:36",173024,0,"11,797",,,11797,Tahabek Plomberie,92824037300011
"1,761,228,003,129",4,"22 octobre, 2025, 09:30",173023,0,"12,012",,,12012,Stahl Rénovation,79251244400037
"1,761,127,203,642",11,"22 octobre, 2025, 09:27",173022,0,"3,346",,,3346,BK Services,87926787000027
"1,761,145,203,928",26,"22 octobre, 2025, 09:00",173018,1,"11,538",,,11538,Clic and Call,84389516000037
"1,761,126,002,680",11,"22 octobre, 2025, 09:00",173017,0,"9,223",,,9223,Le Bouedec Couverture,79533406900015
"1,761,138,003,984",11,"22 octobre, 2025, 08:56",173014,1,"12,024",,,12024,Erelec ,90947269800010
"1,761,145,203,906",8,"22 octobre, 2025, 08:50",173012,1,"12,132",,,12132,serrurerie prat 2,98013827500014
"1,761,127,203,533",11,"22 octobre, 2025, 08:28",173010,1,869,,,869,Moty Nicolas Vitrerie 45 / Lechat,49838841200054
"1,761,126,002,668",4,"22 octobre, 2025, 08:09",173008,1,"12,094",,,12094,saint Antoine serrurier,89517004100019
"1,761,122,402,744",11,"22 octobre, 2025, 08:08",173005,0,"11,807",,,11807,RG Rénov,89171164000013
"1,761,208,802,628",11,"22 octobre, 2025, 08:08",173006,1,"12,262","173,006",11963,12262,VVS1,93959486700011
"1,761,145,203,884",10,"22 octobre, 2025, 08:06",173004,1,"10,451",,,10451,Dépannelec 74,85212937800018
"1,761,225,603,023",3,"22 octobre, 2025, 07:40",173001,1,"10,085",,,10085,Easy Serrurerie,98100793300014
"1,761,121,203,373",10,"22 octobre, 2025, 07:40",173002,0,"10,003",,,10003,Timelec,83155217900028
"1,761,140,403,569",26,"22 octobre, 2025, 07:34",172999,1,"12,262",,,12262,VVS1,93959486700011
"1,761,224,403,207",10,"22 octobre, 2025, 07:30",172997,0,"10,269",,,10269,T.É.O Services, 8091437460026
"1,761,228,003,061",10,"22 octobre, 2025, 07:30",172998,1,165,,,165,Allo Dépannage,98414145700015
"1,761,228,003,004",10,"22 octobre, 2025, 07:28",172996,1,165,,,165,Allo Dépannage,98414145700015
"1,761,118,802,751",11,"22 octobre, 2025, 07:22",172995,0,"12,262",,,12262,VVS1,93959486700011
"1,761,118,802,689",11,"22 octobre, 2025, 07:15",172993,0,"2,215",,,2215,Teddy Billard,93304208700017
"1,761,145,203,864",10,"22 octobre, 2025, 06:08",172991,1,"9,926",,,9926,DG Plomberie 73,94854871400013
"1,761,112,802,954",11,"22 octobre, 2025, 05:48",172989,0,"10,085",,,10085,Easy Serrurerie,98100793300014
"1,761,114,003,250",28,"21 octobre, 2025, 19:45",172984,1,"10,913",,,10913,Slim Elec,88901921200014
"1,761,114,003,222",26,"21 octobre, 2025, 19:22",172982,1,"11,978",,,11978,Tamim Madi,88404921400015
"1,761,114,003,183",28,"21 octobre, 2025, 19:09",172981,1,"12,285",,,12285,rapide plomberie,41505628200098
"1,761,114,003,154",28,"21 octobre, 2025, 18:30",172980,1,"10,913",,,10913,Slim Elec,88901921200014
"1,761,140,403,487",28,"21 octobre, 2025, 18:18",172979,1,"12,255",,,12255,les serruriers du coin,94539990500013
"1,761,133,202,777",7,"21 octobre, 2025, 17:46",172976,1,"9,640","172,976",11960,9640,TMA Menuiseries ,93004148800014
"1,761,115,202,685",28,"21 octobre, 2025, 16:56",172974,1,"10,913",,,10913,Slim Elec,88901921200014
"1,761,145,203,833",1,"21 octobre, 2025, 16:38",172972,1,"11,754",,,11754,Ramban,91490943700016
"1,761,133,202,757",10,"21 octobre, 2025, 16:37",172971,1,"12,084",,,12084,SAS Botaff,92784355700012
"1,761,115,202,667",28,"21 octobre, 2025, 16:33",172970,1,"12,307","172,970",11951,12307,MICHEL PLOMBERIE,89308518300018
"1,761,121,203,306",11,"21 octobre, 2025, 16:19",172968,1,"7,593","172,968",11958,7593,Toitures Charentaises,82116757400010
"1,761,121,203,306",11,"21 octobre, 2025, 16:19",172968,1,"7,593","172,968",11957,7593,Toitures Charentaises,82116757400010
"1,761,115,202,645",4,"21 octobre, 2025, 16:11",172966,1,"10,099",,,10099,Depan'& moi,93837321400015
"1,761,063,602,612",11,"21 octobre, 2025, 15:46",172962,0,"11,122",,,11122,Coeur de Serrurier,91825431900026
"1,761,115,202,620",11,"21 octobre, 2025, 15:41",172961,1,"10,914",,,10914,Etudes Services  ,98481559700013
"1,761,063,131,405",4,"21 octobre, 2025, 15:40",172960,0,"11,754",,,11754,Ramban,91490943700016
"1,761,116,403,279",1,"21 octobre, 2025, 15:28",172958,1,"9,508","172,958",11952,9508,Dépanne Speed 24,92166567500010
"1,761,063,602,567",11,"21 octobre, 2025, 15:21",172957,1,"11,969",,,11969,SPV Assistance,93179095000014
"1,761,229,203,001",3,"21 octobre, 2025, 15:20",172956,1,"12,239",,,12239,MG Serrurier,94407645400015
"1,761,116,403,241",11,"21 octobre, 2025, 15:09",172955,1,"11,122",,,11122,Coeur de Serrurier,91825431900026
"1,761,116,403,226",1,"21 octobre, 2025, 15:08",172954,1,"9,640","172,954",11955,9640,TMA Menuiseries ,93004148800014
"1,761,116,403,226",1,"21 octobre, 2025, 15:08",172954,1,"9,640","172,954",11954,9640,TMA Menuiseries ,93004148800014
"1,761,116,403,213",11,"21 octobre, 2025, 14:52",172951,1,"11,754",,,11754,Ramban,91490943700016
"1,761,135,603,439",11,"21 octobre, 2025, 14:42",172950,1,"12,255",,,12255,les serruriers du coin,94539990500013
"1,761,117,603,246",11,"21 octobre, 2025, 14:40",172949,1,"11,754",,,11754,Ramban,91490943700016
"1,761,124,803,716",11,"21 octobre, 2025, 14:07",172948,1,"12,302",,,12302,serrurerie a double tour ,99175878000019
"1,761,208,802,606",10,"21 octobre, 2025, 13:50",172946,1,165,,,165,Allo Dépannage,98414145700015
"1,761,141,602,918",11,"21 octobre, 2025, 13:48",172945,1,"10,099","172,945",11942,10099,Depan'& moi,93837321400015
"1,761,116,403,178",26,"21 octobre, 2025, 13:46",172944,1,"10,242",,,10242,Speed'Depan,95309822500022
"1,761,117,603,227",26,"21 octobre, 2025, 13:44",172943,1,"9,269",,,9269,MK Bâtiment,92204519000019
"1,761,121,203,281",1,"21 octobre, 2025, 13:22",172942,1,"10,085","172,942",11949,10085,Easy Serrurerie,98100793300014
"1,761,117,603,209",4,"21 octobre, 2025, 13:08",172940,1,"12,248",,,12248,MGM serrure,94447437800014
"1,761,127,203,477",11,"21 octobre, 2025, 13:06",172939,1,"11,033",,,11033,Monsieur Kenji Hustache,85129300100018
"1,761,060,002,679",11,"21 octobre, 2025, 12:54",172938,1,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,117,603,181",11,"21 octobre, 2025, 12:47",172937,1,444,"172,937",11953,444,Serrurerie Barbier,47897808300010
"1,761,055,203,556",3,"21 octobre, 2025, 12:14",172935,1,"3,325","172,935",11941,3325,Eau Zone Atlantique,51417230300034
"1,761,118,802,667",4,"21 octobre, 2025, 11:22",172934,1,"12,077","172,934",11947,12077,Batipro Solutions,93945110000019
"1,761,118,802,645",1,"21 octobre, 2025, 11:02",172933,1,"11,754","172,933",11948,11754,Ramban,91490943700016
"1,761,046,802,954",29,"21 octobre, 2025, 10:56",172932,0,"9,533",,,9533,Atelier AS services,99012084200010
"1,761,061,203,106",11,"21 octobre, 2025, 10:56",172931,1,"11,754",,,11754,Ramban,91490943700016
"1,761,138,003,960",11,"21 octobre, 2025, 10:49",172930,0,"11,237",,,11237,AJ Services Couverture,91147722200010
"1,761,118,802,617",11,"21 octobre, 2025, 10:38",172929,1,"12,271",,,12271,saracino,89309667700024
"1,761,055,203,539",3,"21 octobre, 2025, 10:16",172924,1,"7,372",,,7372,Dépan'Habitat ,90135393800029
"1,761,043,202,815",11,"21 octobre, 2025, 10:16",172923,0,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,226,803,390",3,"21 octobre, 2025, 10:10",172922,1,"1,369",,,1369,Steph Elec,79362511200016
"1,761,061,203,084",11,"21 octobre, 2025, 10:07",172921,1,"9,170",,,9170,AAD (ABC Dépannage),45150590300018
"1,761,145,203,810",3,"21 octobre, 2025, 10:02",172920,1,"7,593","172,920",11961,7593,Toitures Charentaises,82116757400010
"1,761,118,802,593",4,"21 octobre, 2025, 09:54",172919,1,"12,271",,,12271,saracino,89309667700024
"1,761,061,203,062",11,"21 octobre, 2025, 09:47",172918,1,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,061,203,038",11,"21 octobre, 2025, 09:32",172914,1,"2,219",,,2219,Molina,85103561800038
"1,761,118,802,574",1,"21 octobre, 2025, 09:30",172912,1,"11,754","172,912",11939,11754,Ramban,91490943700016
"1,761,061,203,016",11,"21 octobre, 2025, 09:17",172910,1,"12,255","172,910",11945,12255,les serruriers du coin,94539990500013
"1,761,118,802,547",8,"21 octobre, 2025, 09:12",172909,1,"8,437",,,8437,SARL Michel Riché et Fils,48214024100027
"1,761,120,003,400",1,"21 octobre, 2025, 09:12",172908,1,"10,085",,,10085,Easy Serrurerie,98100793300014
"1,761,139,203,051",11,"21 octobre, 2025, 08:59",172907,1,"12,271",,,12271,saracino,89309667700024
"1,761,120,003,355",7,"21 octobre, 2025, 08:58",172906,1,"12,140",,,12140,lock & roll,92090439800012
"1,761,120,003,307",11,"21 octobre, 2025, 08:43",172904,1,"3,325","172,904",11946,3325,Eau Zone Atlantique,51417230300034
"1,761,232,802,853",10,"21 octobre, 2025, 08:42",172903,0,165,,,165,Allo Dépannage,98414145700015
"1,761,228,002,941",26,"21 octobre, 2025, 08:32",172901,1,"12,138",,,12138,sc serrurier,94231597900016
"1,761,061,202,994",11,"21 octobre, 2025, 08:02",172898,1,"9,533","172,898",11938,9533,Atelier AS services,99012084200010
"1,761,121,203,246",1,"21 octobre, 2025, 07:58",172897,1,"10,741",,,10741,AJ Solutions,98530120900013
"1,761,121,203,218",10,"21 octobre, 2025, 07:48",172896,1,"12,264",,,12264,fire.elec,93431070700013
"1,761,062,403,767",11,"21 octobre, 2025, 07:45",172895,1,"12,168",,,12168,DPA 38,94290904500018
"1,761,136,803,428",11,"21 octobre, 2025, 07:44",172894,1,"11,122",,,11122,Coeur de Serrurier,91825431900026
"1,761,058,803,947",3,"21 octobre, 2025, 07:38",172893,1,"12,159",,,12159,Jml Service,94269829100013
"1,761,062,403,744",11,"21 octobre, 2025, 07:34",172892,1,"9,381","172,892",11933,9381,SIF,92264499200013
"1,761,122,402,723",11,"21 octobre, 2025, 07:24",172891,1,"11,033","172,891",11940,11033,Monsieur Kenji Hustache,85129300100018
"1,761,223,202,969",10,"21 octobre, 2025, 07:18",172889,0,"11,797",,,11797,Tahabek Plomberie,92824037300011
"1,761,122,402,712",11,"21 octobre, 2025, 06:56",172886,1,"9,640","172,886",11950,9640,TMA Menuiseries ,93004148800014
"1,761,122,402,699",1,"21 octobre, 2025, 06:38",172882,1,"11,754","172,882",11932,11754,Ramban,91490943700016
"1,761,122,402,686",1,"21 octobre, 2025, 06:26",172881,1,"12,185",,,12185,Jr confort plus,90098780100017
"1,761,042,002,908",11,"21 octobre, 2025, 06:21",172880,1,"7,593","172,880",11936,7593,Toitures Charentaises,82116757400010
"1,761,123,603,159",11,"21 octobre, 2025, 06:14",172878,1,"12,271","172,878",11956,12271,saracino,89309667700024
"1,761,038,403,189",4,"20 octobre, 2025, 20:30",172875,1,"12,295",,,12295,MAISON DU SERRURIER,88942286100027
"1,761,123,603,092",11,"20 octobre, 2025, 19:39",172871,1,"12,271","172,871",11943,12271,saracino,89309667700024
"1,761,004,803,260",11,"20 octobre, 2025, 18:29",172868,1,"12,271","172,868",11966,12271,saracino,89309667700024
"1,761,123,603,078",26,"20 octobre, 2025, 18:20",172867,1,"11,576",,,11576,Sagara,88991408100027
"1,761,034,803,696",1,"20 octobre, 2025, 18:14",172865,1,"12,024",,,12024,Erelec ,90947269800010
"1,761,036,002,938",26,"20 octobre, 2025, 18:12",172864,1,"9,394",,,9394,MMY Serrurier,91031227100018
"1,761,040,803,405",3,"20 octobre, 2025, 17:58",172863,1,"12,262",,,12262,VVS1,93959486700011
"1,761,210,003,599",26,"20 octobre, 2025, 17:52",172862,1,"12,287",,,12287,SAMLOCK,94449523300016
"1,761,123,603,023",11,"20 octobre, 2025, 17:50",172861,1,"11,842",,,11842,Les Serruriers de l'Ouest,93397477600017
"1,761,124,803,666",4,"20 octobre, 2025, 17:48",172860,1,"11,754","172,860",11937,11754,Ramban,91490943700016
"1,761,124,803,602",11,"20 octobre, 2025, 17:32",172859,1,"12,290","172,859",11944,12290,RAPID'PRO,99010340000018
"1,761,124,803,553",10,"20 octobre, 2025, 17:28",172858,1,"8,020",,,8020,Seth E.L.F,51091836000023
"1,761,124,803,505",11,"20 octobre, 2025, 17:23",172856,1,"12,271",,,12271,saracino,89309667700024
"1,760,980,803,126",10,"20 octobre, 2025, 17:12",172855,0,"12,026",,,12026,DKRS Rénovation ,97980746800017
"1,761,124,803,459",11,"20 octobre, 2025, 17:09",172854,1,"11,033","172,854",11929,11033,Monsieur Kenji Hustache,85129300100018
"1,761,042,002,887",10,"20 octobre, 2025, 16:48",172853,0,"12,026",,,12026,DKRS Rénovation ,97980746800017
"1,761,208,802,578",11,"20 octobre, 2025, 16:45",172852,1,"11,033","172,852",11930,11033,Monsieur Kenji Hustache,85129300100018
"1,761,126,002,582",11,"20 octobre, 2025, 16:40",172851,1,"11,033","172,851",11935,11033,Monsieur Kenji Hustache,85129300100018
"1,761,036,002,917",26,"20 octobre, 2025, 16:32",172849,1,"9,269",,,9269,MK Bâtiment,92204519000019
"1,760,976,003,020",10,"20 octobre, 2025, 15:30",172846,0,"11,885",,,11885,CP Système,98504875000014
"1,761,126,002,558",11,"20 octobre, 2025, 15:11",172844,1,"8,437",,,8437,SARL Michel Riché et Fils,48214024100027
"1,761,033,603,753",8,"20 octobre, 2025, 15:08",172843,1,"9,973",,,9973,Vela Services,89412846100031
"1,760,974,803,468",11,"20 octobre, 2025, 14:54",172842,0,"11,878",,,11878,Securi'M ,93203510800012
"1,760,970,003,314",11,"20 octobre, 2025, 14:10",172838,0,"12,026",,,12026,DKRS Rénovation ,97980746800017
"1,761,036,002,894",26,"20 octobre, 2025, 14:08",172837,1,"9,269",,,9269,MK Bâtiment,92204519000019
"1,761,126,002,537",11,"20 octobre, 2025, 14:04",172836,1,"9,533",,,9533,Atelier AS services,99012084200010
"1,761,126,002,514",11,"20 octobre, 2025, 13:12",172816,1,"8,247",,,8247,Artisan AK Plombier Chauffagiste,98251921700011
"1,761,036,002,873",26,"20 octobre, 2025, 12:50",172813,1,"12,248",,,12248,MGM serrure,94447437800014
"1,760,980,803,083",10,"20 octobre, 2025, 12:32",172811,0,"11,885",,,11885,CP Système,98504875000014
"1,760,965,203,339",10,"20 octobre, 2025, 12:22",172810,0,"1,836",,,1836,collu ,52771756500032
"1,760,964,002,696",11,"20 octobre, 2025, 12:04",172809,0,"12,251",,,12251,clé de breizh,94389302400019
"1,761,126,002,492",11,"20 octobre, 2025, 11:48",172808,1,"12,267",,,12267,sud serrurier depannage urgence,92763335400018
"1,761,126,002,472",11,"20 octobre, 2025, 11:31",172807,1,"12,251",,,12251,clé de breizh,94389302400019
